82,"Alergeny pyłków roślin","Catalet C, zawiesina do wstrzykiwań, 4 - 5000  JS/ml","1 fiol.a 2ml","5909990011124","2012-01-01","2 lata","214.4, Alergeny pyłków roślin - produkty do leczenia podtrzymującego",70.03,90.58,90.58,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","ryczałt",3.2
83,"Alergeny pyłków roślin","Catalet D Mieszanka alergoidów pyłku drzew stężenie 1, 2, 3, zawiesina do wstrzykiwań, stężenie 1-25 JS/ml, stęźenie 2-250 JS/ml, stężenie 3-2500 JS/ml (leczenie podstawowe); stężenie 4-5000 JS/ml (leczenie podtrzymujące) ml","3 fiol.a 2ml","5909990011216","2012-01-01","2 lata","214.3, Alergeny pyłków roślin - produkty do leczenia podstawowego",77.86,98.96,98.96,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","ryczałt",3.2
84,"Alergeny pyłków roślin","Catalet D Mieszanka alergoidów pyłku drzew stężenie 4, zawiesina do wstrzykiwań, 4 - 5000  JS/ml","1 fiol.a 2ml","5909990011223","2012-01-01","2 lata","214.4, Alergeny pyłków roślin - produkty do leczenia podtrzymującego",70.03,90.58,90.58,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","ryczałt",3.2
85,"Alergeny pyłków roślin","Catalet T Mieszanka alergoidów pyłku traw stężenie 1, 2, 3, zawiesina do wstrzykiwań, stężenie 1-25 JS/ml, stęźenie 2-250 JS/ml, stężenie 3-2500 JS/ml (leczenie podstawowe); stężenie 4-10000 JS/ml (leczenie podtrzymujące) ml","3 fiol.a 2ml","5909990011018","2012-01-01","2 lata","214.3, Alergeny pyłków roślin - produkty do leczenia podstawowego",77.86,98.96,98.96,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","ryczałt",3.2
86,"Alergeny pyłków roślin","Catalet T Mieszanka alergoidów pyłku traw stężenie 4, zawiesina do wstrzykiwań, 4 - 10 000 JS/ml JS/ml","1 fiol.a 2ml","5909990011025","2012-01-01","2 lata","214.4, Alergeny pyłków roślin - produkty do leczenia podtrzymującego",70.03,90.58,90.58,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","ryczałt",3.2
87,"Alergeny pyłków roślin","Novo-Helisen Depot , zawiesina do wstrzykiwań podskórnych, Leczenie początkowe: stężenie 0 - 5 TU/ml lub 5 PNU/ml; stężenie 1 - 50 TU/ml lub 50 PNU/ml; stężenie 2 - 500 TU/ml lub 500 PNU/ml; stężenie 3 - 5000 TU/ml lub 5000 PNU/ml. Dawka podtrzymująca: steżenie 3-5000 TU/ml lub 5000 PNU/ml TU","3 fiol.a 4,5ml (stęż.1-3)","5909990000715","2012-01-01","2 lata","214.3, Alergeny pyłków roślin - produkty do leczenia podstawowego",216,246.77,158.56,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","ryczałt",91.41
88,"Alergeny pyłków roślin","Novo-Helisen Depot, zawiesina do wstrzykiwań podskórnych, Leczenie początkowe: stężenie 0 - 5 TU/ml lub 5 PNU/ml; stężenie 1 - 50 TU/ml lub 50 PNU/ml; stężenie 2 - 500 TU/ml lub 500 PNU/ml; stężenie 3 - 5000 TU/ml lub 5000 PNU/ml. Dawka podtrzymująca: steżenie 3-5000 TU/ml lub 5000 PNU/ml TU","4 fiol.a 4,5ml (stęż.0-3)","5909990000722","2012-01-01","2 lata","214.3, Alergeny pyłków roślin - produkty do leczenia podstawowego",216,246.77,158.56,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","ryczałt",91.41
89,"Alergeny pyłków roślin","Novo-Helisen Depot, zawiesina do wstrzykiwań podskórnych, Leczenie początkowe: stężenie 0 - 5 TU/ml lub 5 PNU/ml; stężenie 1 - 50 TU/ml lub 50 PNU/ml; stężenie 2 - 500 TU/ml lub 500 PNU/ml; stężenie 3 - 5000 TU/ml lub 5000 PNU/ml. Dawka podtrzymująca: steżenie 3-5000 TU/ml lub 5000 PNU/ml TU","1 but.a 9,5ml (stęż.3)","5909990000739","2012-01-01","2 lata","214.4, Alergeny pyłków roślin - produkty do leczenia podtrzymującego",217.08,247.92,158.56,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","ryczałt",92.56
90,"Alergeny pyłków roślin","PHOSTAL, zawiesina do wstrzykiwań, stężenie: 0,01 IR/ml; 0,1 IR/ml; 1 IR/ml; 10 IR/ml lub stężenie 0,01 IC/ml; 0,1 IC/ml; 1 IC/ml; 10 IC/ml IR/ml lub IC/ml","4 fiol.a 5ml","5909990820115","2012-01-01","2 lata","214.3, Alergeny pyłków roślin - produkty do leczenia podstawowego",133.56,158.56,158.56,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","ryczałt",3.2
91,"Alergeny pyłków roślin","PHOSTAL, zawiesina do wstrzykiwań, 10 IR/ml","1 fiol.a 5ml","5909990820122","2012-01-01","2 lata","214.4, Alergeny pyłków roślin - produkty do leczenia podtrzymującego",133.56,158.56,158.56,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","ryczałt",3.2
92,"Alergeny pyłków roślin","Purethal, zawiesina do wstrzykiwań, 20000 AUM","1 fiol.a 3ml","5909990975310","2012-01-01","2 lata","214.4, Alergeny pyłków roślin - produkty do leczenia podtrzymującego",226.8,258.32,158.56,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","ryczałt",102.96
93,"Alergeny pyłków roślin","Purethal, zawiesina do wstrzykiwań, 20000 AUM","1 fiol.a 3ml (+8 strzyk.z igłą)","5909990975419","2012-01-01","2 lata","214.4, Alergeny pyłków roślin - produkty do leczenia podtrzymującego",226.8,258.32,158.56,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","ryczałt",102.96
94,"Alfacalcidolum","ALFADIOL, kaps. miękkie, 0,25 µg","100 kaps. (2 blist.po 50 szt.)","5909990296828","2012-01-01","2 lata","18.1, Witamina D i jej analogi - alfakalcydol",10.67,12.92,4.89,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","ryczałt",11.23
95,"Alfacalcidolum","ALFADIOL, kaps. miękkie, 1 µg","100 kaps. (2 blist.po 50 szt.)","5909990296927","2012-01-01","2 lata","18.1, Witamina D i jej analogi - alfakalcydol",14.05,19.54,19.54,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","ryczałt",10.67
96,"Alfuzosinum","ALFUZOSTAD, tabl. dojelitowe o przedłużonym uwalnianiu, 10 mg","30 tabl. ","5909990619580","2012-01-01","2 lata","76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne",23.76,32.27,32.27,"Przerost gruczołu krokowego","ryczałt",4.27
97,"Alfuzosinum","AlfuLEK 10, tabl. powl. o przedłużonym uwalnianiu, 10 mg","30 tabl. (3 blist.po 10 szt.)","5909990609246","2012-01-01","2 lata","76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne",35.64,44.98,36.65,"Przerost gruczołu krokowego","ryczałt",12.6
98,"Alfuzosinum","Alugen 10mg, tabl. o przedłużonym uwalnianiu, 10 mg","30 tabl. ","5909990037933","2012-01-01","2 lata","76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne",23.76,32.27,32.27,"Przerost gruczołu krokowego","ryczałt",4.27
99,"Alfuzosinum","Dalfaz, tabl. powl., 2,5 mg","30 tabl. (2 blist.po 15 szt.)","5909990681211","2012-01-01","2 lata","76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne",15.12,18.85,9.16,"Przerost gruczołu krokowego","ryczałt",12.89
100,"Alfuzosinum","Dalfaz SR 5, tabl. powl. o przedłużonym uwalnianiu, 5 mg","20 tabl. (2 blist.po 10 szt.)","5909990812714","2012-01-01","2 lata","76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne",11.88,16.11,12.22,"Przerost gruczołu krokowego","ryczałt",7.09
101,"Alfuzosinum","Dalfaz Uno, tabl. powl. o przedłużonym uwalnianiu, 10 mg","30 tabl. (3 blist.po 10 szt.)","5909990837816","2012-01-01","2 lata","76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne",35.64,44.98,36.65,"Przerost gruczołu krokowego","ryczałt",12.6
102,"Alfuzosinum","Kofuzin, tabl. o przedłużonym uwalnianiu, 10 mg","30 tabl. (blister)","5909990718337","2012-01-01","2 lata","76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne",24.3,32.85,32.85,"Przerost gruczołu krokowego","ryczałt",4.27
103,"Allopurinolum","Allupol, tabl. , 100 mg","50 tabl. (2 blist.po 25szt.)","5909990109418","2012-01-01","2 lata","145.0, Leki stosowane w leczeniu dny - allopurynol",5,7.75,7.75,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","ryczałt",3.2
104,"Allopurinolum","Milurit, tabl. , 100 mg","50 tabl.","5909990163212","2012-01-01","2 lata","145.0, Leki stosowane w leczeniu dny - allopurynol",5.94,8.77,8.77,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","ryczałt",3.2
105,"Allopurinolum","Milurit, tabl. , 300 mg","30 tabl.","5909990414819","2012-01-01","2 lata","145.0, Leki stosowane w leczeniu dny - allopurynol",10.8,15.35,15.35,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","ryczałt",3.2
106,"Amantadinum","Viregyt-K, kaps., 100 mg","50 kaps.","5909990320912","2012-01-01","2 lata","169.0, Leki stosowane w chorobie Parkinsona - amantadyna",14.9,20.64,20.64,"Choroba i zespół Parkinsona","30%",6.19
107,"Ambenonium","Mytelase, tabl. , 10 mg","50 tabl. (butelka)","5909990030927","2012-01-01","2 lata","189.0, Leki parasympatykomimetyczne - ambemonium",8.14,11.83,11.83,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","30%",3.55
108,"Amiloridum + Hydrochlorothiazidum","Tialorid, tabl. , 5 + 50 mg","50 tabl. (poj.plast.w pudeł.)","5909990206025","2012-01-01","2 lata","36.0, Leki moczopędne - tiazydowe i sulfonamidowe ",5.59,9.17,9.17,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","30%",2.75
109,"Amiloridum + Hydrochlorothiazidum","Tialorid mite, tabl. , 2,5 + 25 mg","50 tabl. (poj.plast.w pudeł.)","5909990373819","2012-01-01","2 lata","36.0, Leki moczopędne - tiazydowe i sulfonamidowe ",5.19,7.35,6.13,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","30%",3.06
110,"Amiodaronum","Opacorden, tabl. powl., 200 mg","60 tabl. (6 blist.po 10 szt.)","5909990086818","2012-01-01","2 lata","31.0, Leki przeciwarytmiczne klasy III - amiodaron",14.69,20.36,20.36,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","ryczałt",6.4
111,"Amisulpridum","Amisan, tabl. , 200 mg","30 tabl. (3 blist.po 10 szt.)","5909990762965","2012-01-01","2 lata","178.11, Leki przeciwpsychotyczne - amisulpiryd",61.56,76.9,72.81,"Schizofrenia","ryczałt",7.29
112,"Amisulpridum","Amisan, tabl. , 400 mg","30 tabl. (3 blist.po 10 szt.)","5909990762996","2012-01-01","2 lata","178.11, Leki przeciwpsychotyczne - amisulpiryd",122.04,145.61,145.61,"Schizofrenia","ryczałt",3.2
113,"Amisulpridum","Candela, tabl. , 100 mg","30 tabl. ","5909990798193","2012-01-01","2 lata","178.11, Leki przeciwpsychotyczne - amisulpiryd",36.18,46.12,36.4,"Schizofrenia","ryczałt",12.92
114,"Amisulpridum","Candela, tabl. , 200 mg","30 tabl. ","5909990798209","2012-01-01","2 lata","178.11, Leki przeciwpsychotyczne - amisulpiryd",68.04,83.83,72.81,"Schizofrenia","ryczałt",14.22
115,"Amisulpridum","Candela, tabl. powl., 400 mg","30 tabl.","5909990798230","2012-01-01","2 lata","178.11, Leki przeciwpsychotyczne - amisulpiryd",142.56,167.57,145.61,"Schizofrenia","ryczałt",25.16
116,"Amisulpridum","Solian, tabl. , 200 mg","30 tabl. (blistry)","5909990840915","2012-01-01","2 lata","178.11, Leki przeciwpsychotyczne - amisulpiryd",61.56,76.9,72.81,"Schizofrenia","ryczałt",7.29
117,"Amisulpridum","Solian, tabl. powl., 400 mg","30 tabl. (blistry)","5909990841011","2012-01-01","2 lata","178.11, Leki przeciwpsychotyczne - amisulpiryd",122.04,145.61,145.61,"Schizofrenia","ryczałt",3.2
118,"Amitriptylinum","Amitryptilinum VP, tabl. powl., 25 mg","60 tabl. (2 blist.po 30 szt.)","5909991048914","2012-01-01","2 lata","183.0, Leki przeciwdepresyjne - trójpierścieniowe",7.02,8.5,3.14,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","30%",6.3
119,"Amitriptylinum","Amitryptilinum VP, tabl. powl., 25 mg","60 tabl. (2 blist.po 30 szt.)","5909991048914","2012-01-01","2 lata","183.0, Leki przeciwdepresyjne - trójpierścieniowe",7.02,8.5,3.14,"Choroby psychiczne lub upośledzenia umysłowe","bezpłatny",5.36
120,"Amitriptylinum","Amitryptilinum VP, tabl. powl., 10 mg","60 tabl. (2 blist.po 30 szt.)","5909991049010","2012-01-01","2 lata","183.0, Leki przeciwdepresyjne - trójpierścieniowe",3.89,4.55,1.26,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","30%",3.67
121,"Amitriptylinum","Amitryptilinum VP, tabl. powl., 10 mg","60 tabl. (2 blist.po 30 szt.)","5909991049010","2012-01-01","2 lata","183.0, Leki przeciwdepresyjne - trójpierścieniowe",3.89,4.55,1.26,"Choroby psychiczne lub upośledzenia umysłowe","bezpłatny",3.29
122,"Amlodipinum","ALDAN, tabl. , 5 mg","30 tabl. (3 blist.po 10 szt.)","5909991008635","2012-01-01","2 lata","41.0, Antagoniści wapnia - pochodne dihydropirydyny",8.1,11.08,8.77,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","30%",4.94
123,"Amlodipinum","ALDAN, tabl. , 10 mg","30 tabl. (3 blist.po 10 szt.)","5909991008734","2012-01-01","2 lata","41.0, Antagoniści wapnia - pochodne dihydropirydyny",12.88,17.84,17.54,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","30%",5.56
124,"Amlodipinum","AMLONOR, tabl. , 5 mg","30 tabl. (blistry)","5909990642618","2012-01-01","2 lata","41.0, Antagoniści wapnia - pochodne dihydropirydyny",5.18,7.96,7.96,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","30%",2.39
125,"Amlodipinum","AMLONOR, tabl. , 10 mg","30 tabl. (blistry)","5909990642625","2012-01-01","2 lata","41.0, Antagoniści wapnia - pochodne dihydropirydyny",10.8,15.6,15.6,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","30%",4.68
126,"Amlodipinum","Adipine, tabl. , 10 mg","30 tabl. (3 blist.po 10 szt.)","5909990642267","2012-01-01","2 lata","41.0, Antagoniści wapnia - pochodne dihydropirydyny",10.8,15.6,15.6,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","30%",4.68
127,"Amlodipinum","Adipine, tabl. , 5 mg","30 tabl. (3 blist.po 10 szt.)","5909990642311","2012-01-01","2 lata","41.0, Antagoniści wapnia - pochodne dihydropirydyny",5.51,8.31,8.31,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","30%",2.49
128,"Amlodipinum","Agen 10, tabl. , 10 mg","30 tabl. (3 blist.po 10 szt.)","5909991099022","2012-01-01","2 lata","41.0, Antagoniści wapnia - pochodne dihydropirydyny",12.1,16.98,16.98,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","30%",5.09
129,"Amlodipinum","Agen 5, tabl. , 5 mg","30 tabl. (3 blist.po 10 szt.)","5909991098926","2012-01-01","2 lata","41.0, Antagoniści wapnia - pochodne dihydropirydyny",5.94,8.77,8.77,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","30%",2.63
130,"Amlodipinum","Amlopin 10 mg, tabl. , 10 mg","30 tabl. (3 blist.po 10 szt.)","5909990048977","2012-01-01","2 lata","41.0, Antagoniści wapnia - pochodne dihydropirydyny",15.12,20.22,17.54,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","30%",7.94
131,"Amlodipinum","Amlopin 5 mg, tabl. , 5 mg","30 tabl. (3 blist.po 10 szt.)","5909990048939","2012-01-01","2 lata","41.0, Antagoniści wapnia - pochodne dihydropirydyny",8.64,11.65,8.77,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","30%",5.51
132,"Amlodipinum","Amlozek, tabl. , 5 mg","30 tabl. (1 blist.po 30 szt.)","5909990799718","2012-01-01","2 lata","41.0, Antagoniści wapnia - pochodne dihydropirydyny",12.96,16.28,8.77,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","30%",10.14
133,"Amlodipinum","Amlozek, tabl. , 10 mg","30 tabl. (1 blist.po 30 szt.)","5909990799817","2012-01-01","2 lata","41.0, Antagoniści wapnia - pochodne dihydropirydyny",17.82,23.12,17.54,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","30%",10.84
134,"Amlodipinum","Apo-Amlo 10, tabl. , 10 mg","30 tabl. (3 blist.po 10 szt.)","5909990565993","2012-01-01","2 lata","41.0, Antagoniści wapnia - pochodne dihydropirydyny",11.8,16.68,16.68,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","30%",5
135,"Amlodipinum","Apo-Amlo 5, tabl. , 5 mg","30 tabl. (3 blist.po 10 szt.)","5909990565986","2012-01-01","2 lata","41.0, Antagoniści wapnia - pochodne dihydropirydyny",5.96,8.79,8.77,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","30%",2.65
136,"Amlodipinum","Cardilopin, tabl. , 2,5 mg","30 tabl. (3 blist.po 10 szt.)","5909990907311","2012-01-01","2 lata","41.0, Antagoniści wapnia - pochodne dihydropirydyny",4.95,6.57,4.39,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","30%",3.5
137,"Amlodipinum","Cardilopin, tabl. , 5 mg","30 tabl. (3 blist.po 10 szt.)","5909990907410","2012-01-01","2 lata","41.0, Antagoniści wapnia - pochodne dihydropirydyny",9.94,13.04,8.77,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","30%",6.9
138,"Amlodipinum","Cardilopin, tabl. , 10 mg","30 tabl. (3 blist.po 10 szt.)","5909990907519","2012-01-01","2 lata","41.0, Antagoniści wapnia - pochodne dihydropirydyny",16.46,21.66,17.54,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","30%",9.38
139,"Amlodipinum","Lofral 10, tabl. , 10 mg","30 tabl. (3 blist.po 10 szt.)","5909990636075","2012-01-01","2 lata","41.0, Antagoniści wapnia - pochodne dihydropirydyny",12.54,17.46,17.46,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","30%",5.24
140,"Amlodipinum","Lofral 5, tabl. , 5 mg","30 tabl. (3 blist.po 10 szt.)","5909990636068","2012-01-01","2 lata","41.0, Antagoniści wapnia - pochodne dihydropirydyny",5.94,8.77,8.77,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","30%",2.63
141,"Amlodipinum","Normodipine, tabl. , 5 mg","30 tabl. (3 blist.po 10 szt.)","5909990993017","2012-01-01","2 lata","41.0, Antagoniści wapnia - pochodne dihydropirydyny",7.56,10.5,8.77,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","30%",4.36
142,"Amlodipinum","Normodipine, tabl. , 10 mg","30 tabl.","5909990993116","2012-01-01","2 lata","41.0, Antagoniści wapnia - pochodne dihydropirydyny",12.42,17.34,17.34,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","30%",5.2
143,"Amlodipinum","Tenox, tabl. , 5 mg","90 tabl. ","5909990421824","2012-01-01","2 lata","41.0, Antagoniści wapnia - pochodne dihydropirydyny",26.46,33.63,26.31,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","30%",15.21
144,"Amlodipinum","Tenox, tabl. , 5 mg","30 tabl. (3 blist.po 10 szt.)","5909990963010","2012-01-01","2 lata","41.0, Antagoniści wapnia - pochodne dihydropirydyny",9.18,12.24,8.77,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","30%",6.1
145,"Amlodipinum","Tenox, tabl. , 10 mg","30 tabl. (3 blist.po 10 szt.)","5909990963119","2012-01-01","2 lata","41.0, Antagoniści wapnia - pochodne dihydropirydyny",16.74,21.96,17.54,"We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji","30%",9.68
